   ,WR#,DESCR,WRST_CD,VERS_ID_SEQ,VER_TYP,SCAN_DOC,URL_SCAN_CHAU_DOC
287,76LJ 30071153,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30071153&Extension=&WR_Type=PROVISIONAL PERMIT,
288,76LJ 30071619,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30071619&Extension=&WR_Type=PROVISIONAL PERMIT,
289,76LJ 30072123,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30072123&Extension=&WR_Type=PROVISIONAL PERMIT,
290,76LJ 30102978,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30102978&Extension=&WR_Type=PROVISIONAL PERMIT,
291,76LJ 30103012,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30103012&Extension=&WR_Type=PROVISIONAL PERMIT,
292,76LJ 30103013,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30103013&Extension=&WR_Type=PROVISIONAL PERMIT,
293,76LJ 30104113,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30104113&Extension=&WR_Type=PROVISIONAL PERMIT,
294,76LJ 30105305,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30105305&Extension=&WR_Type=PROVISIONAL PERMIT,
295,76LJ 30105988,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30105988&Extension=&WR_Type=PROVISIONAL PERMIT,
296,76LJ 30107261,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30107261&Extension=&WR_Type=PROVISIONAL PERMIT,
297,76LJ 30108237,PROVISIONAL PERMIT,TERM,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30108237&Extension=&WR_Type=PROVISIONAL PERMIT,
298,76LJ 30109249,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30109249&Extension=&WR_Type=PROVISIONAL PERMIT,
299,76LJ 30111037,PROVISIONAL PERMIT,ACTV,2,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30111037&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30122620&Extension=&WR_Type=CHANGE AUTHORIZATION
300,76LJ 30111088,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30111088&Extension=&WR_Type=PROVISIONAL PERMIT,
301,76LJ 30116507,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30116507&Extension=&WR_Type=PROVISIONAL PERMIT,
302,76LJ 30117178,STATEMENT OF CLAIM,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30117178&Extension=&WR_Type=STATEMENT OF CLAIM,
303,76LJ 30117748,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30117748&Extension=&WR_Type=PROVISIONAL PERMIT,
304,76LJ 30147909,PROVISIONAL PERMIT,ACTV,2,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30147909&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30149103&Extension=&WR_Type=CHANGE AUTHORIZATION
305,76LJ 30151701,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30151701&Extension=&WR_Type=PROVISIONAL PERMIT,
306,76LJ 30151909,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30151909&Extension=&WR_Type=PROVISIONAL PERMIT,
307,76LJ 30152091,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30152091&Extension=&WR_Type=PROVISIONAL PERMIT,
308,76LJ 30156108,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30156108&Extension=&WR_Type=PROVISIONAL PERMIT,
309,76LJ 30158802,PROVISIONAL PERMIT,PEND,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30158802&Extension=&WR_Type=PROVISIONAL PERMIT,
310,76LJ 30159069,PROVISIONAL PERMIT,PEND,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30159069&Extension=&WR_Type=PROVISIONAL PERMIT,
311,76LJ 30161004,PROVISIONAL PERMIT,PEND,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30161004&Extension=&WR_Type=PROVISIONAL PERMIT,
312,76LJ 62068 00,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=62068&Extension= 00&WR_Type=PROVISIONAL PERMIT,
313,76LJ 66522 00,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=66522&Extension= 00&WR_Type=PROVISIONAL PERMIT,
314,76LJ 71015 00,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=71015&Extension= 00&WR_Type=PROVISIONAL PERMIT,
315,76LJ 80206 00,PROVISIONAL PERMIT,ACTV,3,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=80206&Extension= 00&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30122620&Extension=&WR_Type=CHANGE AUTHORIZATION
316,76LJ 83816 00,PROVISIONAL PERMIT,ACTV,3,REDU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=83816&Extension= 00&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30151420&Extension=&WR_Type=CHANGE AUTHORIZATION
317,76LJ 89118 00,GROUND WATER CERTIFICATE,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=89118&Extension= 00&WR_Type=GROUND WATER CERTIFICATE,
318,76LJ 99908 00,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=99908&Extension= 00&WR_Type=PROVISIONAL PERMIT,
319,76M 112876 00,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=112876&Extension= 00&WR_Type=PROVISIONAL PERMIT,
320,76M 114446 00,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=114446&Extension= 00&WR_Type=PROVISIONAL PERMIT,
321,76M 114459 00,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=114459&Extension= 00&WR_Type=PROVISIONAL PERMIT,
322,76M 30006572,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30006572&Extension=&WR_Type=PROVISIONAL PERMIT,
323,76M 30006843,PROVISIONAL PERMIT,ACTV,2,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30006843&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30023432&Extension=&WR_Type=CHANGE AUTHORIZATION
324,76M 30010344,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30010344&Extension=&WR_Type=PROVISIONAL PERMIT,
325,76M 30012585,PROVISIONAL PERMIT,ACTV,2,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30012585&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30047559&Extension=&WR_Type=CHANGE AUTHORIZATION
326,76M 30019449,PROVISIONAL PERMIT,EXPR,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30019449&Extension=&WR_Type=PROVISIONAL PERMIT,
327,76M 30023166,PROVISIONAL PERMIT,TERM,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30023166&Extension=&WR_Type=PROVISIONAL PERMIT,
328,76M 30025342,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30025342&Extension=&WR_Type=PROVISIONAL PERMIT,
329,76M 30025401,PROVISIONAL PERMIT,TERM,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30025401&Extension=&WR_Type=PROVISIONAL PERMIT,
330,76M 30025519,PROVISIONAL PERMIT,TERM,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30025519&Extension=&WR_Type=PROVISIONAL PERMIT,
331,76M 30027375,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30027375&Extension=&WR_Type=PROVISIONAL PERMIT,
332,76M 30028677,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30028677&Extension=&WR_Type=PROVISIONAL PERMIT,
333,76M 30041556,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30041556&Extension=&WR_Type=PROVISIONAL PERMIT,
334,76M 30044226,PROVISIONAL PERMIT,RVKD,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30044226&Extension=&WR_Type=PROVISIONAL PERMIT,
335,76M 30044954,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30044954&Extension=&WR_Type=PROVISIONAL PERMIT,
336,76M 30048103,PROVISIONAL PERMIT,EXPR,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30048103&Extension=&WR_Type=PROVISIONAL PERMIT,
337,76M 30048273,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30048273&Extension=&WR_Type=PROVISIONAL PERMIT,
338,76M 30048579,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30048579&Extension=&WR_Type=PROVISIONAL PERMIT,
339,76M 30049151,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30049151&Extension=&WR_Type=PROVISIONAL PERMIT,
340,76M 30122112,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30122112&Extension=&WR_Type=PROVISIONAL PERMIT,
341,76M 30151126,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=30151126&Extension=&WR_Type=PROVISIONAL PERMIT,
342,76M 5452 00,PROVISIONAL PERMIT,ACTV,2,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=5452&Extension= 00&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76M&WR_Number=2635899&Extension=&WR_Type=CHANGE AUTHORIZATION
343,76N 30016270,PROVISIONAL PERMIT,ACTV,2,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76N&WR_Number=30016270&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76N&WR_Number=30027719&Extension=&WR_Type=CHANGE AUTHORIZATION
